order_detail_id,order_id,product_id,quantity,discount
5722,2832,156,1,0.22
5723,2833,191,5,0.22
5724,2833,87,2,0.02
5725,2833,118,4,0.28
5726,2834,42,2,0.27
5727,2834,132,1,0.11
5728,2835,108,1,0.26
5729,2835,15,1,0.21
5730,2836,19,5,0.08
5731,2836,145,3,0.11
5732,2836,147,4,0.1
5733,2837,82,2,0.02
5734,2837,62,1,0.16
5735,2837,130,3,0.1
5736,2838,180,4,0.02
5737,2838,200,5,0.08
5738,2838,193,1,0.01
5739,2839,166,1,0.24
5740,2839,179,5,0.05
5741,2840,59,5,0.11
5742,2840,150,4,0.05
5743,2841,156,3,0.23
5744,2841,18,3,0.21
5745,2842,174,4,0.28
5746,2842,44,4,0.29
5747,2843,114,2,0.16
5748,2843,29,5,0.23
5749,2844,69,1,0.07
5750,2844,126,5,0.23
5751,2845,12,3,0.14
5752,2846,13,1,0.01
5753,2846,22,5,0.15
5754,2847,15,3,0.21
5755,2847,65,1,0.03
5756,2847,175,1,0.17
5757,2848,116,3,0.05
5758,2848,6,3,0.02
5759,2849,26,5,0.28
5760,2850,5,3,0.28
5761,2850,198,5,0.3
5762,2850,183,5,0.02
5763,2851,98,4,0.12
5764,2851,89,1,0.02
5765,2852,168,4,0.18
5766,2852,74,2,0.24
5767,2852,41,3,0.22
5768,2853,112,3,0.03
5769,2853,80,3,0.28
5770,2854,199,5,0.11
5771,2854,117,1,0.24
5772,2854,153,2,0.2
5773,2855,36,3,0.2
5774,2855,113,3,0.01
5775,2856,124,4,0.26
5776,2857,194,2,0.26
5777,2857,182,2,0.16
5778,2858,199,1,0.05
5779,2859,54,1,0.03
5780,2859,164,3,0.1
5781,2859,5,5,0.19
5782,2860,60,4,0.1
5783,2860,167,3,0.13
5784,2860,34,4,0.25
5785,2861,147,1,0.12
5786,2861,114,5,0.11
5787,2862,56,5,0.1
5788,2862,4,1,0.2
5789,2863,113,1,0.23
5790,2864,21,4,0.0
5791,2864,71,2,0.05
5792,2865,43,1,0.19
5793,2865,158,2,0.07
5794,2866,31,3,0.26
5795,2866,135,3,0.15
5796,2867,29,3,0.2
5797,2867,99,3,0.17
5798,2868,166,1,0.05
5799,2868,31,1,0.15
5800,2868,175,2,0.11
5801,2869,29,1,0.04
5802,2869,133,3,0.12
5803,2870,86,3,0.28
5804,2870,129,1,0.04
5805,2871,52,3,0.09
5806,2871,55,3,0.18
5807,2872,27,1,0.07
5808,2872,137,1,0.21
5809,2872,18,1,0.2
5810,2873,9,3,0.08
5811,2874,9,1,0.07
5812,2875,97,3,0.29
5813,2875,183,1,0.17
5814,2876,43,5,0.1
5815,2877,146,2,0.3
5816,2878,87,2,0.07
5817,2878,35,3,0.17
5818,2878,59,2,0.05
5819,2879,16,4,0.05
5820,2879,75,2,0.12
5821,2879,1,1,0.13
5822,2880,44,5,0.11
5823,2881,145,3,0.04
5824,2881,176,5,0.2
5825,2882,44,4,0.02
5826,2882,8,4,0.07
5827,2883,10,2,0.15
5828,2884,148,2,0.03
5829,2885,179,1,0.24
5830,2885,118,1,0.19
5831,2885,16,3,0.11
5832,2886,193,1,0.22
5833,2886,105,2,0.08
5834,2887,89,4,0.06
5835,2887,192,3,0.23
5836,2887,53,1,0.09
5837,2888,143,5,0.19
5838,2889,108,3,0.1
5839,2889,6,4,0.07
5840,2890,157,1,0.18
5841,2890,58,1,0.01
5842,2891,167,4,0.25
5843,2891,105,2,0.18
5844,2892,5,4,0.16
5845,2893,182,2,0.22
5846,2893,185,5,0.19
5847,2894,72,1,0.14
5848,2895,55,4,0.15
5849,2896,129,2,0.21
5850,2896,191,1,0.01
5851,2896,49,3,0.21
5852,2897,27,1,0.24
5853,2898,63,1,0.01
5854,2899,143,3,0.19
5855,2899,123,1,0.12
5856,2900,155,2,0.06
5857,2901,63,1,0.21
5858,2901,113,3,0.27
5859,2901,58,2,0.3
5860,2902,61,3,0.2
5861,2903,42,5,0.25
5862,2903,84,5,0.05
5863,2903,102,1,0.29
5864,2904,193,4,0.21
5865,2904,16,2,0.08
5866,2905,93,4,0.16
5867,2906,18,3,0.11
5868,2906,90,2,0.19
5869,2907,192,3,0.11
5870,2907,34,2,0.22
5871,2908,88,1,0.1
5872,2908,3,3,0.06
5873,2908,106,5,0.06
5874,2909,120,3,0.19
5875,2910,126,2,0.06
5876,2910,195,1,0.25
5877,2910,116,2,0.05
5878,2911,98,1,0.13
5879,2911,133,4,0.27
5880,2911,123,1,0.15
5881,2912,179,3,0.26
5882,2913,23,3,0.29
5883,2913,37,4,0.21
5884,2913,40,3,0.11
5885,2914,16,3,0.03
5886,2915,60,3,0.13
5887,2915,184,5,0.16
5888,2916,38,2,0.26
5889,2917,54,3,0.07
5890,2918,111,3,0.22
5891,2918,180,4,0.24
5892,2919,137,3,0.01
5893,2919,28,3,0.06
5894,2919,16,1,0.11
5895,2920,144,2,0.11
5896,2920,38,5,0.08
5897,2921,80,2,0.04
5898,2921,80,5,0.29
5899,2922,2,5,0.24
5900,2923,153,4,0.17
5901,2924,72,5,0.19
5902,2924,40,4,0.29
5903,2924,182,2,0.25
5904,2925,136,1,0.3
5905,2925,118,3,0.26
5906,2926,55,3,0.13
5907,2926,33,4,0.23
5908,2926,87,1,0.26
5909,2927,181,1,0.27
5910,2927,150,2,0.07
5911,2928,121,3,0.29
5912,2929,23,4,0.19
5913,2930,192,3,0.11
5914,2930,151,5,0.07
5915,2931,28,2,0.19
5916,2931,77,2,0.05
5917,2932,114,1,0.02
5918,2932,194,5,0.29
5919,2933,134,5,0.09
5920,2933,197,4,0.12
5921,2933,199,1,0.21
5922,2934,104,4,0.19
5923,2934,198,1,0.19
5924,2935,99,4,0.23
5925,2935,53,1,0.03
5926,2936,60,2,0.1
5927,2937,17,5,0.2
5928,2937,139,3,0.04
5929,2938,86,3,0.14
5930,2938,18,2,0.07
5931,2939,55,5,0.14
5932,2940,168,5,0.28
5933,2940,126,5,0.01
5934,2940,19,1,0.09
5935,2941,159,1,0.07
5936,2942,134,5,0.24
5937,2942,135,2,0.25
5938,2943,90,1,0.21
5939,2944,154,5,0.08
5940,2945,166,1,0.04
5941,2945,197,4,0.18
5942,2946,77,3,0.19
5943,2946,180,3,0.16
5944,2947,60,4,0.12
5945,2947,133,3,0.18
5946,2947,98,2,0.05
5947,2948,36,2,0.19
5948,2949,121,3,0.1
5949,2950,7,1,0.13
5950,2950,155,4,0.16
5951,2950,43,2,0.21
5952,2951,142,2,0.08
5953,2951,49,4,0.23
5954,2952,159,1,0.23
5955,2952,109,4,0.13
5956,2952,41,4,0.17
5957,2953,109,2,0.11
5958,2954,124,4,0.04
5959,2955,7,1,0.29
5960,2955,132,5,0.06
5961,2955,103,4,0.03
5962,2956,14,3,0.03
5963,2957,107,3,0.05
5964,2957,41,1,0.19
5965,2958,145,2,0.14
5966,2958,22,2,0.28
5967,2958,113,1,0.22
5968,2959,11,2,0.02
5969,2960,45,3,0.17
5970,2960,121,1,0.29
5971,2960,84,2,0.01
5972,2961,176,2,0.06
5973,2962,157,1,0.21
5974,2963,34,5,0.26
5975,2963,48,1,0.19
5976,2963,130,4,0.07
5977,2964,32,5,0.08
5978,2965,115,5,0.21
5979,2966,85,2,0.13
5980,2966,11,1,0.07
5981,2966,164,1,0.23
5982,2967,17,4,0.23
5983,2967,95,3,0.2
5984,2968,163,3,0.16
5985,2969,70,2,0.14
5986,2969,196,3,0.14
5987,2970,69,5,0.04
5988,2970,166,1,0.1
5989,2971,102,2,0.14
5990,2972,30,5,0.19
5991,2972,45,3,0.28
5992,2972,186,1,0.16
5993,2973,26,3,0.21
5994,2973,174,3,0.15
5995,2974,125,1,0.1
5996,2974,112,4,0.02
5997,2975,89,2,0.28
5998,2975,29,1,0.09
5999,2975,94,2,0.23
6000,2976,35,5,0.02
6001,2976,159,2,0.07
6002,2976,158,4,0.01
6003,2977,123,1,0.0
6004,2977,19,4,0.07
6005,2978,101,3,0.22
6006,2978,143,5,0.14
6007,2979,87,4,0.18
6008,2980,196,4,0.02
6009,2981,17,2,0.22
6010,2981,111,1,0.2
6011,2982,197,5,0.16
6012,2982,36,4,0.03
6013,2983,73,5,0.19
6014,2983,124,4,0.15
6015,2984,165,1,0.27
6016,2984,95,5,0.29
6017,2984,37,5,0.25
6018,2985,154,3,0.25
6019,2986,69,1,0.25
6020,2987,114,2,0.16
6021,2987,170,1,0.08
6022,2988,198,4,0.16
6023,2989,43,2,0.25
6024,2990,158,3,0.22
6025,2990,66,3,0.16
6026,2991,85,4,0.03
6027,2992,122,5,0.24
6028,2993,122,5,0.11
6029,2994,59,2,0.08
6030,2995,89,3,0.24
6031,2996,49,5,0.12
6032,2997,162,2,0.22
6033,2997,1,1,0.14
6034,2998,27,2,0.01
6035,2998,187,3,0.22
6036,2999,63,1,0.3
6037,2999,164,4,0.03
6038,3000,96,3,0.01
6039,3001,198,3,0.11
6040,3001,145,2,0.28
6041,3001,78,4,0.0
6042,3002,113,4,0.27
6043,3003,49,4,0.17
6044,3003,110,2,0.05
6045,3004,81,5,0.27
6046,3005,66,4,0.11
6047,3006,124,4,0.23
6048,3006,21,1,0.06
6049,3006,85,5,0.16
6050,3007,153,2,0.11
6051,3007,160,5,0.13
6052,3007,13,5,0.09
6053,3008,19,4,0.26
6054,3008,35,1,0.23
6055,3008,160,1,0.27
6056,3009,42,2,0.04
6057,3010,93,5,0.14
6058,3011,130,4,0.21
6059,3012,173,3,0.11
6060,3013,110,1,0.27
6061,3013,174,5,0.28
6062,3013,36,4,0.02
6063,3014,56,5,0.04
6064,3015,129,4,0.11
6065,3016,123,4,0.04
6066,3016,173,4,0.22
6067,3017,121,5,0.3
6068,3017,101,5,0.18
6069,3017,103,3,0.21
6070,3018,196,2,0.23
6071,3018,156,5,0.22
6072,3018,41,4,0.2
6073,3019,124,3,0.03
6074,3019,15,4,0.07
6075,3019,19,1,0.22
6076,3020,24,4,0.2
6077,3020,119,5,0.18
6078,3021,184,1,0.09
6079,3022,156,2,0.13
6080,3022,70,5,0.18
6081,3023,142,4,0.27
6082,3024,171,3,0.14
6083,3024,45,4,0.18
6084,3025,38,5,0.04
6085,3025,50,2,0.17
6086,3025,45,1,0.03
6087,3026,65,5,0.18
6088,3026,138,3,0.26
6089,3027,185,3,0.01
6090,3027,95,5,0.21
6091,3027,95,5,0.08
6092,3028,90,4,0.05
6093,3029,19,2,0.08
6094,3029,191,1,0.23
6095,3030,149,5,0.11
6096,3030,70,1,0.15
6097,3030,181,3,0.09
6098,3031,87,4,0.01
6099,3031,143,4,0.27
6100,3032,195,3,0.2
6101,3033,141,1,0.05
6102,3034,56,1,0.09
6103,3034,175,5,0.19
6104,3034,122,5,0.04
6105,3035,1,5,0.16
6106,3035,150,4,0.09
6107,3036,94,5,0.16
6108,3036,134,5,0.14
6109,3036,2,3,0.01
6110,3037,165,1,0.18
6111,3037,85,1,0.03
6112,3037,180,2,0.02
6113,3038,4,1,0.05
6114,3038,128,5,0.12
6115,3039,99,5,0.08
6116,3039,39,5,0.21
6117,3039,119,4,0.21
6118,3040,23,5,0.08
6119,3041,59,1,0.09
6120,3041,124,2,0.16
6121,3041,101,4,0.19
6122,3042,103,4,0.04
6123,3042,23,5,0.27
6124,3042,107,3,0.15
6125,3043,37,4,0.07
6126,3044,115,5,0.24
6127,3045,133,5,0.16
6128,3046,145,3,0.28
6129,3046,134,2,0.13
6130,3047,107,5,0.19
6131,3048,137,1,0.11
6132,3049,131,3,0.23
6133,3050,41,2,0.22
6134,3051,150,4,0.2
6135,3051,142,1,0.02
6136,3051,183,4,0.11
6137,3052,121,4,0.22
6138,3052,89,4,0.08
6139,3053,48,1,0.11
6140,3054,81,5,0.02
6141,3055,54,1,0.11
6142,3055,62,4,0.01
6143,3055,157,4,0.04
6144,3056,22,5,0.26
6145,3056,175,3,0.14
6146,3056,22,3,0.22
6147,3057,146,4,0.17
6148,3057,119,5,0.14
6149,3057,142,3,0.25
6150,3058,195,4,0.1
6151,3059,48,4,0.27
6152,3059,112,4,0.13
6153,3059,79,4,0.11
6154,3060,199,2,0.11
6155,3060,90,3,0.2
6156,3060,142,3,0.04
6157,3061,113,2,0.2
6158,3062,173,1,0.2
6159,3062,53,5,0.16
6160,3063,179,4,0.12
6161,3063,134,3,0.14
6162,3064,128,2,0.14
6163,3065,154,2,0.05
6164,3065,62,3,0.0
6165,3065,156,4,0.0
6166,3066,117,3,0.05
6167,3066,89,5,0.23
6168,3067,48,1,0.23
6169,3067,12,5,0.02
6170,3067,18,3,0.16
6171,3068,67,4,0.04
6172,3068,165,3,0.09
6173,3069,186,4,0.26
6174,3070,193,2,0.03
6175,3070,163,4,0.25
6176,3070,9,1,0.09
6177,3071,27,1,0.09
6178,3072,105,2,0.29
6179,3073,159,2,0.2
6180,3074,31,1,0.03
6181,3074,133,3,0.24
6182,3074,133,1,0.11
6183,3075,17,3,0.09
6184,3075,141,3,0.17
6185,3075,112,5,0.0
6186,3076,100,2,0.23
6187,3076,7,5,0.07
6188,3077,43,3,0.07
6189,3077,124,2,0.14
6190,3077,138,2,0.1
6191,3078,200,4,0.05
6192,3078,10,1,0.2
6193,3079,116,5,0.29
6194,3079,33,3,0.07
6195,3079,50,1,0.09
6196,3080,142,4,0.04
6197,3081,179,3,0.04
6198,3081,136,4,0.27
6199,3082,74,4,0.18
6200,3082,2,1,0.15
6201,3082,55,1,0.26
6202,3083,15,5,0.29
6203,3083,90,2,0.24
6204,3084,153,4,0.29
6205,3085,179,5,0.07
6206,3086,83,5,0.03
6207,3086,162,4,0.14
6208,3087,118,3,0.28
6209,3087,189,4,0.28
6210,3087,12,1,0.08
6211,3088,107,5,0.3
6212,3088,15,2,0.0
6213,3089,54,1,0.24
6214,3089,94,2,0.03
6215,3090,70,1,0.14
6216,3090,115,2,0.14
6217,3090,195,3,0.13
6218,3091,170,3,0.12
6219,3091,81,2,0.24
6220,3092,75,1,0.27
6221,3092,145,4,0.2
6222,3093,30,5,0.17
6223,3094,65,5,0.23
6224,3094,170,5,0.28
6225,3095,196,2,0.2
6226,3095,57,5,0.02
6227,3096,29,2,0.03
6228,3096,24,1,0.15
6229,3097,138,3,0.04
6230,3097,42,4,0.26
6231,3098,164,3,0.16
6232,3098,91,2,0.21
6233,3099,179,5,0.26
6234,3099,47,4,0.27
6235,3099,172,4,0.16
6236,3100,139,5,0.19
6237,3101,189,1,0.2
6238,3101,15,2,0.23
6239,3102,148,5,0.09
6240,3102,149,3,0.02
6241,3103,30,4,0.11
6242,3103,81,4,0.24
6243,3104,200,1,0.05
6244,3104,87,1,0.16
6245,3104,127,1,0.23
6246,3105,164,3,0.23
6247,3105,69,2,0.15
6248,3106,165,5,0.16
6249,3106,44,5,0.03
6250,3107,24,1,0.01
6251,3107,13,4,0.27
6252,3107,6,5,0.1
6253,3108,141,4,0.28
6254,3108,180,2,0.02
6255,3109,60,3,0.04
6256,3109,75,1,0.18
6257,3109,19,3,0.26
6258,3110,144,2,0.01
6259,3110,154,2,0.29
6260,3111,42,1,0.21
6261,3112,152,3,0.05
6262,3112,161,5,0.28
6263,3113,129,5,0.14
6264,3113,154,1,0.29
6265,3113,143,4,0.09
6266,3114,11,3,0.19
6267,3115,43,5,0.22
6268,3115,42,4,0.26
6269,3116,24,5,0.13
6270,3116,185,4,0.17
6271,3117,176,2,0.12
6272,3118,57,5,0.14
6273,3119,118,5,0.12
6274,3119,150,5,0.03
6275,3120,45,4,0.26
6276,3120,169,3,0.07
6277,3121,159,3,0.16
6278,3122,77,4,0.12
6279,3122,186,4,0.22
6280,3123,9,1,0.15
6281,3123,37,4,0.05
6282,3123,190,5,0.0
6283,3124,134,5,0.12
6284,3124,121,5,0.24
6285,3124,67,1,0.13
6286,3125,156,5,0.07
6287,3126,148,4,0.08
6288,3127,136,3,0.29
6289,3127,4,5,0.1
6290,3128,148,2,0.29
6291,3128,15,1,0.25
6292,3128,154,2,0.13
6293,3129,20,5,0.04
6294,3130,56,3,0.16
6295,3130,128,2,0.26
6296,3130,37,2,0.06
6297,3131,127,4,0.01
6298,3131,1,1,0.18
6299,3131,157,4,0.27
6300,3132,102,2,0.09
6301,3132,127,2,0.21
6302,3133,150,5,0.0
6303,3133,149,1,0.15
6304,3134,146,5,0.11
6305,3135,76,5,0.21
6306,3135,139,5,0.11
6307,3136,90,1,0.25
6308,3137,8,2,0.14
6309,3137,110,3,0.09
6310,3138,105,2,0.05
6311,3138,43,5,0.04
6312,3138,78,4,0.09
6313,3139,91,1,0.15
6314,3139,54,5,0.05
6315,3139,84,5,0.3
6316,3140,93,3,0.06
6317,3140,28,2,0.14
6318,3140,83,4,0.08
6319,3141,108,4,0.18
6320,3142,22,5,0.01
6321,3142,144,2,0.21
6322,3143,10,1,0.26
6323,3143,168,5,0.19
6324,3144,113,1,0.22
6325,3144,193,5,0.24
6326,3145,171,2,0.06
6327,3146,148,2,0.09
6328,3147,49,2,0.12
6329,3148,103,2,0.11
6330,3148,160,4,0.19
6331,3149,138,1,0.29
6332,3150,91,3,0.17
6333,3150,117,1,0.02
6334,3150,170,1,0.02
6335,3151,69,2,0.18
6336,3152,18,2,0.23
6337,3152,107,4,0.04
6338,3152,75,1,0.23
6339,3153,71,2,0.22
6340,3153,156,1,0.01
6341,3153,145,2,0.18
6342,3154,31,4,0.19
6343,3154,6,2,0.11
6344,3154,83,5,0.09
6345,3155,190,1,0.13
6346,3155,13,2,0.15
6347,3156,149,3,0.04
6348,3156,64,4,0.17
6349,3157,144,5,0.18
6350,3157,104,1,0.05
6351,3158,147,3,0.14
6352,3158,9,4,0.14
6353,3158,98,2,0.05
6354,3159,54,1,0.14
6355,3160,20,4,0.19
6356,3161,14,1,0.17
6357,3162,88,3,0.07
6358,3162,111,4,0.24
6359,3163,131,3,0.12
6360,3164,80,2,0.04
6361,3165,141,1,0.29
6362,3165,83,4,0.0
6363,3165,33,1,0.25
6364,3166,152,2,0.17
6365,3166,188,2,0.24
6366,3166,193,2,0.04
6367,3167,18,4,0.27
6368,3167,184,3,0.22
6369,3168,152,4,0.08
6370,3168,100,2,0.09
6371,3168,191,5,0.13
6372,3169,51,5,0.1
6373,3169,184,5,0.14
6374,3170,79,5,0.15
6375,3170,176,1,0.01
6376,3170,91,5,0.07
6377,3171,176,5,0.04
6378,3171,188,4,0.0
6379,3171,192,2,0.15
6380,3172,44,2,0.17
6381,3172,174,5,0.29
6382,3172,155,2,0.04
6383,3173,199,2,0.03
6384,3173,24,5,0.05
6385,3174,44,4,0.13
6386,3175,87,1,0.3
6387,3175,39,4,0.03
6388,3175,146,3,0.02
6389,3176,166,2,0.18
6390,3176,13,4,0.11
6391,3176,90,4,0.09
6392,3177,120,5,0.11
6393,3177,90,3,0.15
6394,3177,147,5,0.15
6395,3178,74,5,0.15
6396,3178,192,5,0.2
6397,3179,39,4,0.04
6398,3179,127,2,0.26
6399,3180,22,3,0.16
6400,3181,29,5,0.3
6401,3182,12,2,0.17
6402,3182,69,3,0.0
6403,3183,51,5,0.21
6404,3183,21,2,0.0
6405,3184,156,5,0.27
6406,3185,180,1,0.17
6407,3186,48,3,0.23
6408,3187,65,2,0.29
6409,3187,33,2,0.08
6410,3188,134,2,0.1
6411,3189,36,1,0.05
6412,3190,138,3,0.07
6413,3191,140,4,0.08
6414,3191,35,5,0.16
6415,3192,135,5,0.19
6416,3192,101,1,0.15
6417,3192,160,2,0.22
6418,3193,107,5,0.3
6419,3193,34,5,0.12
6420,3193,54,3,0.14
6421,3194,149,1,0.13
6422,3195,123,3,0.14
6423,3195,154,1,0.11
6424,3195,194,3,0.18
6425,3196,6,3,0.15
6426,3196,100,4,0.12
6427,3197,66,1,0.0
6428,3197,190,4,0.08
6429,3197,143,2,0.11
6430,3198,89,3,0.17
6431,3199,121,3,0.23
6432,3200,19,1,0.07
6433,3201,149,3,0.06
6434,3202,159,4,0.0
6435,3202,8,4,0.16
6436,3203,10,3,0.14
6437,3204,95,4,0.17
6438,3204,117,3,0.16
6439,3205,132,5,0.26
6440,3205,106,4,0.03
6441,3205,139,2,0.11
6442,3206,59,2,0.06
6443,3206,180,2,0.24
6444,3207,35,3,0.3
6445,3207,162,5,0.13
6446,3207,185,1,0.04
6447,3208,87,1,0.01
6448,3209,81,2,0.18
6449,3209,19,1,0.15
6450,3210,43,4,0.25
6451,3210,63,1,0.09
6452,3211,140,3,0.29
6453,3212,170,3,0.18
6454,3212,67,3,0.24
6455,3212,18,1,0.02
6456,3213,126,5,0.18
6457,3213,56,3,0.24
6458,3213,191,4,0.07
6459,3214,140,1,0.11
6460,3215,178,4,0.04
6461,3215,21,3,0.08
6462,3215,84,5,0.3
6463,3216,31,1,0.07
6464,3216,3,4,0.01
6465,3216,119,1,0.26
6466,3217,136,2,0.12
6467,3217,136,4,0.29
6468,3218,118,3,0.15
6469,3218,23,5,0.28
6470,3218,174,5,0.1
6471,3219,148,4,0.16
6472,3219,12,3,0.16
6473,3220,38,4,0.15
6474,3220,92,4,0.0
6475,3220,114,4,0.08
6476,3221,70,1,0.25
6477,3221,189,3,0.21
6478,3221,72,1,0.0
6479,3222,159,4,0.16
6480,3222,131,3,0.09
6481,3222,141,3,0.19
6482,3223,86,3,0.11
6483,3223,32,5,0.28
6484,3223,73,4,0.12
6485,3224,57,5,0.04
6486,3225,2,4,0.2
6487,3225,181,5,0.0
6488,3226,107,1,0.23
6489,3226,17,2,0.16
6490,3227,50,2,0.11
6491,3227,51,4,0.08
6492,3227,24,5,0.04
6493,3228,3,1,0.11
6494,3228,63,4,0.04
6495,3229,27,4,0.17
6496,3229,58,2,0.11
6497,3229,26,2,0.16
6498,3230,73,1,0.21
6499,3230,174,3,0.08
6500,3231,155,1,0.04
6501,3232,110,3,0.27
6502,3233,124,2,0.14
6503,3233,142,3,0.05
6504,3234,104,5,0.07
6505,3234,48,3,0.04
6506,3235,151,2,0.02
6507,3235,15,3,0.17
6508,3236,2,1,0.29
6509,3236,139,2,0.29
6510,3237,63,3,0.11
6511,3238,27,2,0.25
6512,3238,139,5,0.27
6513,3239,175,3,0.17
6514,3239,125,2,0.18
6515,3239,95,2,0.12
6516,3240,164,1,0.2
6517,3241,68,5,0.26
6518,3242,100,4,0.07
6519,3242,19,3,0.14
6520,3243,115,4,0.21
6521,3244,188,5,0.05
6522,3244,68,2,0.17
6523,3244,51,3,0.11
6524,3245,187,1,0.23
6525,3245,129,1,0.13
6526,3245,25,2,0.07
6527,3246,9,4,0.06
6528,3247,146,3,0.22
6529,3247,130,1,0.03
6530,3248,156,4,0.25
6531,3248,138,1,0.09
6532,3248,137,5,0.19
6533,3249,116,3,0.16
6534,3249,33,4,0.09
6535,3249,84,2,0.16
6536,3250,56,2,0.07
6537,3250,106,2,0.05
6538,3251,5,3,0.03
6539,3251,15,5,0.01
6540,3251,178,2,0.16
6541,3252,39,1,0.26
6542,3253,134,3,0.08
6543,3253,129,1,0.24
6544,3253,148,1,0.09
6545,3254,169,4,0.05
6546,3254,152,4,0.12
6547,3254,127,2,0.22
6548,3255,175,1,0.25
6549,3255,164,1,0.19
6550,3256,52,2,0.26
6551,3256,5,4,0.26
6552,3257,142,2,0.28
6553,3257,152,5,0.25
6554,3257,198,3,0.02
6555,3258,148,3,0.08
6556,3258,161,2,0.04
6557,3258,83,3,0.23
6558,3259,198,1,0.25
6559,3260,91,4,0.19
6560,3260,132,4,0.1
6561,3261,58,5,0.1
6562,3262,140,3,0.14
6563,3263,183,1,0.29
6564,3264,49,1,0.29
6565,3264,17,5,0.06
6566,3264,48,4,0.1
6567,3265,88,4,0.18
6568,3265,127,5,0.26
6569,3265,164,3,0.08
6570,3266,66,4,0.27
6571,3267,7,1,0.1
6572,3267,77,4,0.08
6573,3268,58,5,0.14
6574,3268,136,4,0.11
6575,3269,193,4,0.03
6576,3270,30,3,0.22
6577,3271,41,5,0.25
6578,3271,26,2,0.18
6579,3271,153,4,0.05
6580,3272,151,4,0.16
6581,3272,133,3,0.05
6582,3273,138,5,0.03
6583,3273,84,2,0.04
6584,3273,144,4,0.14
6585,3274,108,3,0.06
6586,3275,93,4,0.09
6587,3276,127,2,0.24
6588,3276,88,3,0.11
6589,3276,60,4,0.01
6590,3277,47,2,0.14
6591,3277,65,5,0.04
6592,3277,59,5,0.12
6593,3278,73,4,0.27
6594,3278,194,3,0.21
6595,3279,8,1,0.28
6596,3279,36,2,0.04
6597,3280,184,4,0.27
6598,3281,35,5,0.12
6599,3281,109,1,0.05
6600,3281,110,2,0.11
6601,3282,33,2,0.23
6602,3283,29,1,0.05
6603,3283,6,2,0.08
6604,3284,154,3,0.14
6605,3285,93,2,0.2
6606,3285,117,3,0.21
6607,3285,18,4,0.15
6608,3286,2,5,0.14
6609,3287,145,4,0.26
6610,3288,10,2,0.2
6611,3288,42,4,0.23
6612,3289,140,5,0.25
6613,3289,1,5,0.1
6614,3290,74,4,0.14
6615,3291,18,4,0.24
6616,3291,30,5,0.14
6617,3291,13,4,0.08
6618,3292,7,4,0.04
6619,3292,171,5,0.02
6620,3293,130,5,0.29
6621,3293,197,3,0.27
6622,3294,63,5,0.22
6623,3294,177,4,0.06
6624,3294,109,2,0.25
6625,3295,7,2,0.17
6626,3296,39,5,0.27
6627,3296,71,4,0.08
6628,3297,178,1,0.04
6629,3297,187,3,0.01
6630,3298,108,2,0.05
6631,3298,34,2,0.08
6632,3298,82,4,0.2
6633,3299,130,3,0.26
6634,3299,171,1,0.22
6635,3299,172,1,0.15
6636,3300,32,3,0.06
6637,3300,189,2,0.14
6638,3301,184,1,0.16
6639,3302,53,3,0.13
6640,3302,75,1,0.17
6641,3302,75,4,0.2
6642,3303,110,1,0.22
6643,3303,95,1,0.21
6644,3303,116,5,0.05
6645,3304,60,3,0.23
6646,3305,23,1,0.02
6647,3305,59,2,0.05
6648,3305,98,5,0.15
6649,3306,56,4,0.03
6650,3306,125,3,0.16
6651,3307,18,5,0.21
6652,3307,163,3,0.11
6653,3307,160,2,0.12
6654,3308,82,4,0.29
6655,3308,200,5,0.18
6656,3309,133,1,0.19
6657,3310,121,5,0.19
6658,3311,151,1,0.11
6659,3312,52,4,0.07
6660,3312,143,4,0.15
6661,3312,89,3,0.29
6662,3313,129,2,0.18
6663,3313,104,5,0.05
6664,3314,10,4,0.16
6665,3314,92,3,0.23
6666,3315,22,2,0.15
6667,3315,23,4,0.22
6668,3316,137,5,0.14
6669,3317,48,3,0.22
6670,3317,59,4,0.05
6671,3317,88,4,0.08
6672,3318,65,1,0.09
6673,3318,32,3,0.24
6674,3318,5,4,0.16
6675,3319,9,2,0.2
6676,3320,102,2,0.03
6677,3321,30,5,0.24
6678,3321,154,1,0.21
6679,3322,3,2,0.07
6680,3322,15,5,0.15
6681,3323,134,2,0.22
6682,3323,39,4,0.13
6683,3324,47,4,0.19
6684,3324,77,2,0.07
6685,3325,115,5,0.21
6686,3325,109,5,0.28
6687,3325,111,3,0.14
6688,3326,60,4,0.17
6689,3327,32,5,0.12
6690,3327,131,4,0.25
6691,3328,48,5,0.04
6692,3328,182,5,0.07
6693,3329,135,4,0.19
6694,3329,185,1,0.21
6695,3330,83,1,0.11
6696,3330,179,2,0.11
6697,3331,36,1,0.21
6698,3331,130,5,0.29
6699,3331,92,3,0.12
6700,3332,113,1,0.03
6701,3333,153,3,0.3
6702,3334,78,2,0.1
6703,3334,37,4,0.07
6704,3334,43,5,0.16
6705,3335,62,4,0.03
6706,3335,11,4,0.29
6707,3335,31,4,0.28
6708,3336,94,5,0.0
6709,3336,30,3,0.22
6710,3337,125,2,0.07
6711,3338,12,1,0.02
6712,3338,48,3,0.09
6713,3338,31,3,0.01
6714,3339,5,3,0.03
6715,3340,26,2,0.14
6716,3340,176,3,0.2
6717,3341,52,4,0.13
6718,3341,25,1,0.2
6719,3341,148,3,0.12
